#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-06-04T23:29:25 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b15cb297d6b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/PASP/129/E4501&tab:{J/PASP/129/E4501/table1}&key:source=J/PASP/129/E4501&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/PASP/129/E4501/table1
#-order=I
#-out=Star
#-out=RAJ2000
#-out=DEJ2000
#-out=Ep
#-out=Vmag
#-out=SpType
#-out=Dist
#-out=pmRA
#-out=pmDE
#-out=SimbadName
#

#RESOURCE=yCat_61303501
#Name: J/PASP/129/E4501
#Title: Search for extraterrestrial intelligence (Isaacson+, 2017)
#Table	J_PASP_129_E4501_table1:
#Name: J/PASP/129/E4501/table1
#Title: Stellar Targets
#Column	Star	(A9)	Star name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Ep	(I4)	[2000] Epoch	[ucd=time.epoch]
#Column	Vmag	(F5.2)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	SpType	(a7)	Spectral type	[ucd=src.spType]
#Column	Dist	(F5.2)	Distance	[ucd=pos.distance;pos.heliocentric]
#Column	pmRA	(F5.2)	Proper motion along RA, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F5.2)	Proper motion along DE	[ucd=pos.pm;pos.eq.dec]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
Star|RAJ2000|DEJ2000|Ep|Vmag|SpType|Dist|pmRA|pmDE|SimbadName
HIP80459 |16 25 24.6|+54 18 14|2000|10.10|M2     | 6.58| 0.43|-0.17|HIP80459
HIP80480 |16 25 43.2|+78 57 49|2000| 5.55|F0V    |42.30|-0.11| 0.10|HIP80480
HIP80628 |16 27 48.2|-08 22 18|2000| 4.62|A3m    |37.40|-0.07|-0.01|HIP80628
HIP80644 |16 27 56.9|+07 18 19|2000| 8.83|K5     |17.70|-0.25|-0.26|HIP80644
HIP80645 |16 27 57.3|-64 03 28|2000| 5.28|F4IV   |40.40| 0.05| 0.03|HIP80645
HIP80686 |16 28 28.1|-70 05 03|2000| 4.90|F9V    |12.10| 0.20| 0.11|HIP80686
HIP80725 |16 28 52.7|+18 24 50|2000| 6.98|K2V    |19.50|-0.35| 0.39|HIP80725
GJ628    |16 30 18.1|-12 39 44|2000|10.10|M3.5V  | 4.26|-0.09|-1.19|GJ628
HIP80925 |16 31 30.0|-39 00 44|2000| 7.24|K0V    |24.60|-0.43|-0.33|HIP80925
HIP81262 |16 35 50.4|-53 45 25|2000| 8.78|K4V    |22.30|-0.12|-0.24|HIP81262
HIP81300 |16 36 21.4|-02 19 28|2000| 5.77|K2V    | 9.77| 0.46|-0.31|HIP81300
HIP81348 |16 36 49.1|+31 05 48|2000| 9.49|K5     |25.60| 0.34|-0.45|HIP81348
HIP81375 |16 37 08.4|+00 15 15|2000| 7.09|K0     |20.10| 0.09| 0.08|HIP81375
HIP81520 |16 39 04.1|-58 15 29|2000| 7.01|G3V    |21.60|-0.23|-0.29|HIP81520
HIP81657 |16 40 50.5|-60 26 47|2000| 6.17|F2III-I|30.70| 0.06|-0.07|HIP81657
HIP81813 |16 42 38.6|+68 06 07|2000| 7.56|K1V    |24.30|-0.28| 0.43|HIP81813
HIP81833 |16 42 53.8|+38 55 20|2000| 3.48|G8III-I|34.30| 0.04|-0.08|HIP81833
HIP81919 |16 43 56.3|+43 28 31|2000| 8.30|K5     |27.30|-0.07|-0.06|HIP81919
HIP81935 |16 44 15.0|-38 56 37|2000| 7.52|K2V    |14.30|-0.02|-0.06|HIP81935
HIP82003 |16 45 06.4|+33 30 33|2000| 8.10|K7V    | 9.77|-0.04| 0.38|HIP82003
HIP82020 |16 45 17.8|+56 46 54|2000| 4.84|F2V    |26.70| 0.03| 0.07|HIP82020
HIP82333 |16 49 24.7|+39 16 34|2000| 9.67|M0     |22.60| 0.10|-0.28|HIP82333
HIP82389 |16 50 05.3|+18 54 01|2000| 8.85|K0     |26.70|-0.04|-0.07|HIP82389
HIP82396 |16 50 09.8|-34 17 35|2000| 2.29|K2IIIb |20.00|-0.61|-0.26|HIP82396
HIP82587 |16 52 58.1|+31 42 06|2000| 5.34|F0V    |30.00|-0.09|-0.02|HIP82587
HIP82588 |16 52 58.8|-00 01 35|2000| 6.65|G8V    |16.90|-0.71|-1.48|HIP82588
HIP82817 |16 55 28.8|-08 20 10|2000| 9.02|M3Ve   | 5.73|-0.83|-0.88|HIP82817
HIP82834 |16 55 38.0|-32 04 03|2000| 9.58|K4/K5V |18.60| 0.10|-0.33|HIP82834
HIP82860 |16 56 01.7|+65 08 05|2000| 4.88|F6Vvar |15.00| 0.24| 0.05|HIP82860
HIP82926 |16 56 48.6|-39 05 38|2000|11.10|M3Ve+..|14.50| 0.07|-0.11|HIP82926
HIP83000 |16 57 40.1|+09 22 30|2000| 3.19|K2IIIva|26.30|-0.29|-0.01|HIP83000
HIP83006 |16 57 42.2|+47 21 43|2000| 7.93|K0     |17.50|-0.14| 0.26|HIP83006
HIP83020 |16 57 53.2|+47 22 00|2000| 7.76|K0     |17.90|-0.15| 0.27|HIP83020
HIP83043 |16 58 08.8|+25 44 38|2000| 9.70|M2     |10.30|-0.11|-0.51|HIP83043
HIP83101 |16 58 54.1|-39 33 30|2000| 8.33|K3/K4V |19.10| 0.27| 0.22|HIP83101
HIP83207 |17 00 17.4|+30 55 35|2000| 3.92|A0V    |49.90|-0.05| 0.03|HIP83207
HIP83363 |17 02 16.3|-61 34 06|2000| 8.74|K3V    |25.40|-0.05|-0.19|HIP83363
HIP83389 |17 02 36.4|+47 04 54|2000| 6.76|G8V    |18.00| 0.12| 0.85|HIP83389
HIP83431 |17 03 08.7|-53 14 13|2000| 5.27|F6V    |26.30| 0.00|-0.17|HIP83431
HIP83451 |17 03 18.7|+59 35 07|2000| 8.61|K4V... |25.10|-0.36| 0.24|HIP83451
HIP83541 |17 04 27.8|-28 34 57|2000| 6.59|K1V    |18.00| 0.08|-0.27|HIP83541
HIP83591 |17 05 03.4|-05 03 59|2000| 7.70|K5V    |10.70|-0.92|-1.14|HIP83591
HIP83599 |17 05 13.8|-05 05 39|2000|10.00|M0V    |11.10|-0.92|-1.13|HIP83599
HIP83601 |17 05 16.8|+00 42 09|2000| 6.00|F9V    |20.30|-0.02|-0.34|HIP83601
HIP83608 |17 05 20.1|+54 28 12|2000| 4.91|F5     |26.90|-0.07| 0.07|HIP83608
HIP83613 |17 05 22.7|+12 44 27|2000| 4.89|A4IV   |44.00| 0.05|-0.01|HIP83613
HIP83762 |17 07 07.5|+21 33 14|2000|11.60|M3     |13.50|-0.47|-0.03|HIP83762
HIP83846 |17 08 07.3|-41 43 26|2000| 8.30|K5V    |22.50|-0.21|-0.32|HIP83846
HIP83945 |17 09 31.5|+43 40 52|2000|11.70|M3     | 7.25| 0.33|-0.28|HIP83945
HIP83990 |17 10 10.4|-60 43 43|2000| 7.38|K0V    |13.60| 0.07| 0.59|HIP83990
HIP83988 |17 10 10.5|+54 29 39|2000| 8.85|K0     |21.20| 0.09|-0.10|HIP83988
HIP83996 |17 10 12.4|+54 29 24|2000| 9.34|K8     |20.80| 0.09|-0.11|HIP83996
HIP84012 |17 10 22.7|-15 43 29|2000| 2.43|A2.5Va |25.70| 0.04| 0.10|HIP84012
HIP84051 |17 10 59.1|-52 30 55|2000|10.00|---    |12.50|-0.25| 0.16|HIP84051
HIP84123 |17 11 52.3|-01 51 06|2000|11.40|G      |10.80|-0.53|-0.33|HIP84123
HIP84183 |17 12 32.6|+62 52 27|2000| 5.54|F0IV   |41.60| 0.02| 0.05|HIP84183
HIP84195 |17 12 37.6|+18 21 04|2000| 7.95|K0     |20.50| 0.10|-0.12|HIP84195
HIP84223 |17 12 55.1|+42 19 54|2000|10.00|M1V:   |23.80|-1.02|-0.35|HIP84223
HIP84379 |17 15 01.9|+24 50 21|2000| 3.12|A3IVv S|24.00|-0.02|-0.16|HIP84379
HIP84405 |17 15 21.0|-26 36 10|2000| 4.33|K2:III:| 5.98|-0.47|-1.14|HIP84405
HIP84478 |17 16 13.4|-26 32 46|2000| 6.33|K5V    | 5.96|-0.48|-1.12|HIP84478
HIP84521 |17 16 41.0|+08 03 30|2000|11.40|M3.5   |14.90|-0.28|-0.07|HIP84521
HIP84607 |17 17 40.5|+29 13 37|2000| 8.43|K2     |24.00|-0.07| 0.22|HIP84607
HIP84616 |17 17 50.4|+52 26 49|2000| 7.93|K2     |18.50| 0.02|-0.20|HIP84616
HIP84709 |17 18 57.2|-34 59 23|2000| 5.91|K4V    | 6.97| 1.15|-0.09|HIP84709
HIP84720 |17 19 03.8|-46 38 10|2000| 5.47|M0V    | 8.78| 1.04| 0.11|HIP84720
HIP84790 |17 19 52.7|+41 42 49|2000|11.30|M4     |12.30| 0.29|-0.82|HIP84790
HIP84862 |17 20 39.6|+32 28 03|2000| 5.38|G0V    |14.30| 0.14|-1.04|HIP84862
HIP84893 |17 21 00.4|-21 06 46|2000| 4.39|F2/F3V |17.30| 0.26|-0.20|HIP84893
HIP85042 |17 22 51.3|-02 23 17|2000| 6.28|G5IV   |19.40| 0.05|-0.11|HIP85042
HIP85157 |17 24 06.6|+22 57 36|2000| 5.70|F0IV   |42.70|-0.04|-0.04|HIP85157
HIP85235 |17 25 00.1|+67 18 24|2000| 6.44|K0V    |12.70|-0.53| 0.00|HIP85235
HIP85295 |17 25 45.2|+02 06 41|2000| 7.54|K7V    | 7.71|-0.58|-1.18|HIP85295
HIP85340 |17 26 22.2|-24 10 31|2000| 4.16|A3IV:m |25.60| 0.00|-0.12|HIP85340
HIP85365 |17 26 37.9|-05 05 11|2000| 4.53|F3V    |30.00|-0.09|-0.04|HIP85365
GJ674    |17 28 39.9|-46 53 43|2000| 9.37|M2.5V  | 4.54| 0.57|-0.88|GJ674
HIP85561 |17 29 06.6|-23 50 10|2000| 9.61|K5V    |18.10|-0.29|-0.07|HIP85561
HIP85582 |17 29 20.1|+29 23 30|2000| 8.99|K2     |23.50|-0.20|-0.28|HIP85582
HIP85647 |17 30 11.2|-51 38 13|2000| 9.58|M0     |16.10|-0.26|-0.19|HIP85647
HIP85653 |17 30 16.4|+47 24 07|2000| 7.22|G5     |22.30| 0.17| 0.08|HIP85653
HIP85665 |17 30 22.7|+05 32 54|2000| 9.33|M1V... | 9.98| 0.03|-0.25|HIP85665
HIP85699 |17 30 47.6|+86 58 04|2000| 5.78|A2m    |47.80| 0.06| 0.01|HIP85699
HIP85810 |17 32 01.0|+34 16 16|2000| 6.52|G5V    |23.60|-0.24| 0.06|HIP85810
HIP85819 |17 32 10.6|+55 11 03|2000| 4.89|Am...  |30.30| 0.15| 0.05|HIP85819
HIP85829 |17 32 16.0|+55 10 22|2000| 4.86|Am     |30.60| 0.14| 0.06|HIP85829
HIP85922 |17 33 29.8|-05 44 41|2000| 5.61|A5V    |48.40|-0.04|-0.10|HIP85922
HIP86032 |17 34 56.1|+12 33 36|2000| 2.08|A5III  |14.30| 0.11|-0.22|HIP86032
HIP86036 |17 34 59.6|+61 52 28|2000| 5.23|G0V    |14.00| 0.28|-0.53|HIP86036
HIP86057 |17 35 13.6|-48 40 51|2000|10.10|K5     | 9.77| 0.08| 0.46|HIP86057
HIP86087 |17 35 34.5|+61 40 53|2000| 9.98|M1     |14.00| 0.26|-0.51|HIP86087
HIP86141 |17 36 13.4|+71 52 42|2000| 8.55|K5     |19.00| 0.09|-0.04|HIP86141
GJ687    |17 36 25.9|+68 20 21|2000| 9.17|M3.0V  | 4.53|-0.32|-1.27|GJ687
HIP86201 |17 36 57.1|+68 45 28|2000| 4.77|F5V    |23.40| 0.00| 0.32|HIP86201
HIP86214 |17 37 03.7|-44 19 09|2000|10.90|M5     | 5.04|-0.71|-0.94|HIP86214
GJ682    |17 37 03.7|-44 19 08|2000|10.90|M4.0V  | 5.04|-0.71|-0.94|GJ682
HIP86282 |17 37 48.7|+22 57 20|2000| 9.29|M0...  |22.10|-0.15|-0.15|HIP86282
HIP86287 |17 37 53.4|+18 35 30|2000| 9.62|M1     | 8.12| 0.93| 0.98|HIP86287
HIP86305 |17 38 05.5|-54 30 01|2000| 5.25|A7V    |42.10|-0.05|-0.15|HIP86305
HIP86340 |17 38 34.1|+71 19 56|2000| 9.10|M0     |23.90|-0.12| 0.31|HIP86340
HIP86400 |17 39 16.9|+03 33 18|2000| 6.53|K3V    |10.70|-0.18|-0.10|HIP86400
HIP86456 |17 39 55.7|+65 00 05|2000| 8.39|K0     |26.40|-0.02| 0.11|HIP86456
HIP86486 |17 40 23.8|-49 24 56|2000| 4.76|F3IV   |21.80| 0.10|-0.18|HIP86486
HIP86614 |17 41 56.4|+72 08 55|2000| 4.57|F5IV-V |22.00| 0.03|-0.27|HIP86614
HIP86620 |17 41 58.1|+72 09 24|2000| 5.81|G0V    |22.30| 0.03|-0.27|HIP86620
HIP86623 |17 41 58.6|+15 57 08|2000| 5.54|F4Vw   |35.50|-0.01| 0.10|HIP86623
HIP86722 |17 43 15.6|+21 36 33|2000| 7.51|K0V    |23.50|-0.12|-0.62|HIP86722
HIP86736 |17 43 25.8|-21 40 59|2000| 4.86|F6/F7V |17.50|-0.10|-0.04|HIP86736
HIP86742 |17 43 28.4|+04 34 02|2000| 2.76|K2III  |25.10|-0.04| 0.16|HIP86742
HIP86776 |17 43 56.0|+43 22 43|2000|10.40|M3     | 9.48| 0.01|-0.60|HIP86776
HIP86796 |17 44 08.7|-51 50 02|2000| 5.12|G5V    |15.20|-0.02|-0.19|HIP86796
HIP86990 |17 46 34.2|-57 19 08|2000|10.70|M5     | 5.81|-1.12|-1.35|HIP86990
HIP87108 |17 47 53.6|+02 42 26|2000| 3.75|A0V    |29.00|-0.02|-0.08|HIP87108
HIP87261 |17 49 51.5|-37 02 35|2000| 3.19|K0/K1II|38.80| 0.04| 0.03|HIP87261
HIP87558 |17 53 14.2|+06 06 05|2000| 5.77|F4IV-V |31.30|-0.13| 0.07|HIP87558
HIP87579 |17 53 29.9|+21 19 31|2000| 8.50|K0     |24.80|-0.07| 0.06|HIP87579
HIP87585 |17 53 31.7|+56 52 21|2000| 3.73|K2III  |34.10| 0.09| 0.08|HIP87585
HIP87768 |17 55 44.9|+18 30 01|2000| 9.22|K5     |23.00|-0.05|-0.05|HIP87768
GJ699    |17 57 48.5|+04 41 36|2000| 9.57|M3.5V  | 1.83|-0.79|10.33|GJ699
HIP87938 |17 57 51.0|+46 35 19|2000|11.70|M:     |13.50|-0.02| 0.58|HIP87938
HIP88175 |18 00 29.0|-03 41 24|2000| 4.62|F3V    |23.10| 0.15|-0.04|HIP88175
HIP88348 |18 02 30.9|+26 18 46|2000| 7.01|K0V    |21.90| 0.39|-0.60|HIP88348
HIP88574 |18 05 07.6|-03 01 52|2000| 9.37|M2V    | 7.79| 0.57|-0.33|HIP88574
HIP88601 |18 05 27.3|+02 30 00|2000| 4.03|K0V SB | 5.08| 0.12|-0.96|HIP88601
GJ702A   |18 05 27.3|+02 30 00|2000| 4.21|K0.0V  | 5.10| 0.13|-0.96|GJ702A
GJ702B   |18 05 27.3|+02 30 00|2000| 6.01|K5V    | 5.10| 0.13|-0.96|GJ702B
HIP88622 |18 05 37.5|+04 39 25|2000| 6.80|G0V    |24.30|-0.03|-0.32|HIP88622
HIP88635 |18 05 48.5|-30 25 26|2000| 2.98|K0III  |29.40|-0.06|-0.18|HIP88635
HIP88684 |18 06 15.2|-04 45 04|2000| 5.74|K1IV   |34.90| 0.14|-0.03|HIP88684
HIP88694 |18 06 23.7|-36 01 11|2000| 5.94|G3V    |17.30| 0.11| 0.01|HIP88694
HIP88726 |18 06 49.9|-43 25 30|2000| 4.92|A5V    |43.80| 0.01|-0.10|HIP88726
HIP88745 |18 07 01.5|+30 33 43|2000| 5.05|F7V    |15.60|-0.10| 0.11|HIP88745
HIP88771 |18 07 21.0|+09 33 49|2000| 3.71|A4IVs  |25.30|-0.06| 0.08|HIP88771
HIP88866 |18 08 34.8|-63 40 06|2000| 4.33|Am     |42.40| 0.02|-0.21|HIP88866
HIP88972 |18 09 37.4|+38 27 28|2000| 6.38|K2V    |11.00|-0.32|-0.47|HIP88972
HIP89042 |18 10 26.2|-62 00 07|2000| 5.47|G0V    |17.70|-0.08| 0.23|HIP89042
HIP89087 |18 10 56.3|+49 58 16|2000|10.00|K7     |26.70|-0.01|-0.23|HIP89087
HIP89211 |18 12 21.4|-43 26 41|2000| 8.38|K7V    |12.90| 0.13|-0.42|HIP89211
HIP89348 |18 13 53.8|+64 23 50|2000| 4.99|F5V    |23.40| 0.35| 0.04|HIP89348
HIP89474 |18 15 32.5|+45 12 33|2000| 6.30|G2V    |22.60|-0.08|-0.11|HIP89474
HIP89560 |18 16 31.1|+45 33 28|2000|10.30|M0     |17.10|-0.01| 0.34|HIP89560
HIP89805 |18 19 40.1|-63 53 11|2000| 6.17|F9V    |22.90| 0.04|-0.28|HIP89805
HIP89825 |18 19 50.8|-01 56 18|2000| 9.66|K7V    |19.30| 0.00| 0.00|HIP89825
HIP89937 |18 21 03.4|+72 43 58|2000| 3.55|F7Vvar | 8.05| 0.53|-0.35|HIP89937
HIP89962 |18 21 18.6|-02 53 55|2000| 3.23|K0III-I|18.90|-0.55|-0.70|HIP89962
HIP90035 |18 22 17.2|+01 42 25|2000|10.10|K7V    |26.80| 0.08|-0.02|HIP90035
HIP90139 |18 23 41.9|+21 46 11|2000| 3.85|K2III  |39.30| 0.20|-0.24|HIP90139
HIP90376 |18 26 28.8|+79 25 23|2000| 9.24|K5     |24.40| 0.02| 0.36|HIP90376
HIP90496 |18 27 58.2|-25 25 18|2000| 2.82|K1IIIb |23.60|-0.04|-0.19|HIP90496
HIP90568 |18 28 49.9|-49 04 14|2000| 4.10|G8/K0II|39.00| 0.14|-0.23|HIP90568
HIP90626 |18 29 31.9|+09 03 43|2000| 8.65|K2     |26.80| 0.19| 0.07|HIP90626
HIP90656 |18 29 52.4|-01 49 05|2000| 8.04|K3V    |18.70| 0.17|-0.19|HIP90656
HIP90790 |18 31 19.0|-18 54 31|2000| 6.81|K1V    |13.20|-0.14|-0.19|HIP90790
HIP90945 |18 33 05.1|-54 15 47|2000| 8.50|K4Vp...|18.80|-0.12|-0.14|HIP90945
HIP90959 |18 33 17.8|+22 18 51|2000| 8.90|K4V    |23.40|-0.18|-0.47|HIP90959
HIP90979 |18 33 28.8|-11 38 09|2000|10.00|K7V    |25.40|-0.29|-0.24|HIP90979
HIP91009 |18 33 55.8|+51 43 08|2000| 8.20|K7Vvar |16.40| 0.19|-0.32|HIP91009
HIP91128 |18 35 18.4|+45 44 38|2000| 9.84|M2     |15.40| 0.45| 0.36|HIP91128
HIP91154 |18 35 49.8|-61 13 36|2000| 9.34|K3V    |21.50|-0.02|-0.43|HIP91154
HIP91217 |18 36 27.8|+09 07 20|2000| 5.38|F5III  |38.80|-0.01|-0.13|HIP91217
HIP91237 |18 36 39.1|+06 40 18|2000| 5.43|F3V    |31.70|-0.03|-0.14|HIP91237
HIP91262 |18 36 56.3|+38 47 01|2000| 0.03|A0Vvar | 7.75| 0.20| 0.29|HIP91262
HIP91430 |18 38 44.7|-14 29 25|2000|11.20|M1V:   |12.70| 0.11|-0.57|HIP91430
HIP91438 |18 38 53.4|-21 03 06|2000| 5.85|G5V    |12.90|-0.07|-0.15|HIP91438
HIP91605 |18 40 54.9|+31 31 59|2000| 8.54|K3V    |23.80| 0.09|-0.84|HIP91605
HIP91608 |18 40 57.3|-13 22 46|2000|10.60|M      |16.20|-0.09|-0.67|HIP91608
HIP91699 |18 41 59.0|+31 49 49|2000|11.20|M4     |11.30|-0.30| 0.01|HIP91699
GJ725    |18 42 46.7|+59 37 48|2000| 8.90|M3.0V  | 3.52|-1.33| 1.80|GJ725A
GJ725    |18 42 47.0|+59 37 35|2000| 9.69|M3.5V  | 3.52|-1.39| 1.85|GJ725B
HIP91919 |18 44 20.3|+39 40 12|2000| 4.67|F1V    |49.70| 0.01| 0.06|HIP91919
HIP91926 |18 44 22.8|+39 36 45|2000| 4.59|A8Vn   |49.10| 0.01| 0.05|HIP91926
HIP91971 |18 44 46.4|+37 36 18|2000| 4.34|Am     |47.10| 0.03| 0.03|HIP91971
HIP91973 |18 44 48.2|+37 35 40|2000| 5.73|F0IVvar|46.00| 0.02| 0.02|HIP91973
SCR1845  |18 45 05.3|-63 57 47|2000|17.40|M8.5V  | 3.85| 2.59| 0.62|SCR J1845-6357
HIP92024 |18 45 26.9|-64 52 16|2000| 4.78|A7V    |29.20| 0.03|-0.15|HIP92024
HIP92043 |18 45 39.7|+20 32 46|2000| 4.19|F6V    |19.00|-0.01|-0.34|HIP92043
HIP92161 |18 47 01.3|+18 10 53|2000| 4.34|A5III  |28.40| 0.08| 0.12|HIP92161
HIP92200 |18 47 27.3|-03 38 23|2000| 8.81|K5     |14.10|-0.13|-0.27|HIP92200
HIP92270 |18 48 16.4|+23 30 53|2000| 6.19|F8V    |28.60| 0.03|-0.01|HIP92270
HIP92283 |18 48 29.2|+10 44 43|2000| 7.97|K0     |17.30| 0.13|-0.44|HIP92283
HIP92311 |18 48 51.9|+17 26 20|2000| 9.17|M0     |17.00|-0.41|-0.42|HIP92311
GJ729    |18 49 49.4|-23 50 09|2000|10.40|M3.5V  | 2.96| 0.64|-0.19|GJ729
HIP92451 |18 50 26.6|-62 03 03|2000|10.70|M3     |16.60| 0.09| 0.06|HIP92451
HIP92549 |18 51 34.9|+52 58 30|2000| 5.51|G9IVa  |26.00|-0.07| 0.25|HIP92549
HIP92573 |18 51 51.2|+16 34 59|2000|10.10|M2     |15.50|-0.23|-0.48|HIP92573
HIP92858 |18 55 18.8|-37 29 54|2000| 7.98|K1V    |23.90| 0.14|-0.36|HIP92858
HIP92871 |18 55 27.4|+08 24 08|2000|10.10|M2Ve   |11.50| 0.09|-0.07|HIP92871
HIP92919 |18 55 53.2|+23 33 23|2000| 8.16|K0V    |21.40| 0.13|-0.28|HIP92919
HIP92946 |18 56 13.2|+04 12 12|2000| 4.62|A5V    |40.40| 0.04| 0.03|HIP92946
HIP92951 |18 56 14.6|+04 12 07|2000| 4.98|A5Vn   |43.70| 0.05| 0.03|HIP92951
HIP92984 |18 56 37.2|+04 15 54|2000| 6.71|G5     |27.00| 0.00|-0.09|HIP92984
HIP93017 |18 57 01.6|+32 54 04|2000| 5.20|G0V    |14.90| 0.20|-0.14|HIP93017
HIP93069 |18 57 30.6|-55 59 30|2000| 8.86|M2V    |12.60| 0.00|-0.44|HIP93069
HIP93101 |18 58 00.1|+05 54 29|2000| 9.22|M2V    |11.10|-0.19|-1.22|HIP93101
HIP93174 |18 58 43.4|-37 06 26|2000| 4.83|F3IV/V |29.90|-0.13|-0.11|HIP93174
HIP93185 |18 58 51.0|+30 10 50|2000| 6.80|G0     |23.40| 0.06| 0.19|HIP93185
HIP93408 |19 01 26.4|+46 56 05|2000| 5.00|A7V    |39.10| 0.01|-0.09|HIP93408
HIP93506 |19 02 36.7|-29 52 48|2000| 2.60|A3IV   |27.30|-0.01| 0.00|HIP93506
HIP93747 |19 05 24.6|+13 51 48|2000| 2.99|A0Vn   |25.50|-0.01|-0.10|HIP93747
HIP93805 |19 06 14.9|-04 52 57|2000| 3.43|B9Vn   |38.30|-0.02|-0.09|HIP93805
HIP93843 |19 06 37.7|+28 37 42|2000| 5.53|F0III  |40.80| 0.08| 0.08|HIP93843
HIP93858 |19 06 52.5|-37 48 38|2000| 6.15|G8V    |17.10|-0.19|-0.37|HIP93858
HIP93864 |19 06 56.4|-27 40 13|2000| 3.32|K1/K2II|36.90|-0.05|-0.25|HIP93864
HIP93871 |19 07 02.0|+07 36 57|2000| 9.23|K5V    |24.20|-0.32|-0.76|HIP93871
HIP93873 |19 07 05.6|+20 53 16|2000|10.70|M2     | 8.62|-0.48|-0.35|HIP93873
HIP93899 |19 07 13.2|+20 52 37|2000|10.70|M2     | 8.86|-0.48|-0.33|HIP93899
HIP93917 |19 07 25.6|+32 30 06|2000| 5.20|F0V    |40.50| 0.12| 0.03|HIP93917
HIP94083 |19 09 09.9|+76 33 37|2000| 5.11|A9V    |27.20| 0.05|-0.12|HIP94083
HIP94114 |19 09 28.3|-37 54 16|2000| 4.11|A0/A1V |39.70| 0.09|-0.10|HIP94114
HIP94150 |19 09 52.9|-68 25 27|2000| 5.31|G8/K0II|36.80| 0.15|-0.04|HIP94150
HIP94225 |19 10 52.3|-47 09 31|2000| 9.36|K7V    |20.00|-0.05|-0.63|HIP94225
HIP94346 |19 12 11.4|+57 40 19|2000| 7.04|G8V    |20.00| 0.22| 0.41|HIP94346
HIP94349 |19 12 14.6|+02 53 11|2000|11.00|M4     |10.10| 1.79|-0.52|HIP94349
HIP94376 |19 12 33.3|+67 39 41|2000| 3.07|G9III  |30.70| 0.09| 0.09|HIP94376
HIP94645 |19 15 33.2|-24 10 45|2000| 6.25|F8V    |27.00| 0.11|-0.10|HIP94645
HIP94650 |19 15 35.0|+11 33 16|2000| 8.06|K0     |25.30| 0.18|-0.17|HIP94650
HIP94739 |19 16 42.9|-45 53 21|2000| 9.38|K9V... |15.70| 0.22|-0.41|HIP94739
HIP94779 |19 17 06.2|+53 22 06|2000| 3.80|K0III  |37.70| 0.06| 0.12|HIP94779
HIP95149 |19 21 29.8|-34 59 00|2000| 6.48|G1/G2V |20.80| 0.08|-0.11|HIP95149
HIP95261 |19 22 51.2|-54 25 26|2000| 5.03|A0Vn   |47.60| 0.03|-0.08|HIP95261
HIP95319 |19 23 34.0|+33 13 19|2000| 6.37|G8V    |15.40| 0.08| 0.16|HIP95319
HIP95467 |19 25 09.6|-66 28 07|2000| 8.40|K5V    |26.10|-0.23| 0.24|HIP95467
HIP95501 |19 25 29.9|+03 06 53|2000| 3.36|F0IV   |15.30| 0.25| 0.08|HIP95501
HIP95575 |19 26 26.0|+49 27 55|2000| 8.01|K3V    |25.10| 0.46| 0.71|HIP95575
HIP95730 |19 28 15.4|+12 32 09|2000| 9.17|K2     |27.50|-0.05|-0.04|HIP95730
HIP95853 |19 29 42.4|+51 43 47|2000| 3.76|A5Vn   |37.50| 0.02| 0.13|HIP95853
HIP95995 |19 31 08.0|+58 35 09|2000| 6.60|K1V    |16.70|-0.51|-0.40|HIP95995
HIP96085 |19 32 06.7|-11 16 29|2000| 7.53|K2V    |18.00| 0.24| 0.02|HIP96085
HIP96100 |19 32 21.6|+69 39 40|2000| 4.67|K0V    | 5.76| 0.60|-1.74|HIP96100
HIP96113 |19 32 30.3|-35 27 06|2000| 8.69|K3/K4V |22.00|-0.29| 0.16|HIP96113
HIP96183 |19 33 25.6|+21 50 25|2000| 6.89|G5V    |20.10|-0.02|-0.20|HIP96183
HIP96229 |19 34 05.4|+07 22 44|2000| 4.45|K3III  |33.80| 0.21|-0.16|HIP96229
HIP96258 |19 34 19.8|+51 14 11|2000| 5.71|F7V    |25.50| 0.03|-0.19|HIP96258
HIP96285 |19 34 39.8|+04 34 57|2000| 9.35|K5     |14.40| 0.52| 0.31|HIP96285
HIP96395 |19 35 55.6|+56 59 02|2000| 6.73|G0     |24.20| 0.00|-0.20|HIP96395
HIP96441 |19 36 26.5|+50 13 16|2000| 4.49|F4V    |18.50|-0.01| 0.26|HIP96441
